descricao,preco,modelo,marca,rating,url
"        Notebook HP Elite Dragonfly multitoque 2 em 1 - tela sensível ao toque FHD de 13,3 polegadas - 1,6 GHz Intel Core i5-8265U Quad-Core - SSD de 256 GB - 8 GB - Windows 10 Pro, corpo de magnésio azul       ","R$13.059,38",8ZD92UT#ABA,HP,"5,0 de 5 estrelas",https://www.amazon.com.br//Notebook-HP-Elite-Dragonfly-multitoque/dp/B0833CL961/ref=sr_1_475?qid=1639237271&s=computers&sr=1-475&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Itens de presente de mistério, misteriosos caixas felizes, oportunidades abertas: os últimos computadores, telefones celulares, smartwatches, aspiradores de pó A       ","R$264,99",,FKZX,,https://www.amazon.com.br//presente-mist%C3%A9rio-misteriosos-felizes-oportunidades/dp/B09N6PQTX8/ref=sr_1_476?qid=1639237271&s=computers&sr=1-476&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6
"        Item do mistério: é um presente agradável!Existe a possibilidade de abrir: vários brinquedos para animais de estimação, tudo possível, todos os itens são novos (alea A       ","R$264,99",,FKZX,,https://www.amazon.com.br//Item-mist%C3%A9rio-agrad%C3%A1vel-possibilidade-brinquedos/dp/B09N6PGFPY/ref=sr_1_477?qid=1639237271&s=computers&sr=1-477&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6
"        Caixa de sorte, caixas de presente surpresa, Item do mistério: é um bom presente!Tem a oportunidade de abrir: vários brinquedos eletrônicos, tudo possível B       ","R$267,99",,FKZX,,https://www.amazon.com.br//Caixa-caixas-presente-surpresa-mist%C3%A9rio/dp/B09N7233NS/ref=sr_1_478?qid=1639237271&s=computers&sr=1-478&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6
"        Notebook Samsung - Tela 15.6 Full HD, Intel Celeron 6305, 8GB, HD 500GB, Intel Iris Xe Graphics       ","R$2.909,99",BookNP550XDA-KP1BR,Personalizado,,https://www.amazon.com.br//Notebook-Samsung-Intel-Celeron-Graphics/dp/B09N4SCBTK/ref=sr_1_479?qid=1639237271&s=computers&sr=1-479&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad 3i - Tela 15.6, Intel i3 10110U, RAM 8GB, SSD 128GB, Windows 10 Pro       ","R$4.059,99",82BSS00000,Personalizado,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-3i-Windows/dp/B09N569Y8H/ref=sr_1_480?qid=1639237271&s=computers&sr=1-480&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad S145 - Tela 15.6 Full HD, Intel i7 1065G7, 32GB, SSD 1TB, Linux       ","R$8.169,99",82DJS00000,Personalizado,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-S145-1065G7/dp/B09N4W7CX8/ref=sr_1_481?qid=1639237314&s=computers&sr=1-481&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad S145 - Tela 15.6 Full HD, Intel i7 1065G7, 20GB, SSD 256GB, Windows 10 Pro       ","R$5.989,99",82DJS00000,Personalizado,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-S145-Windows/dp/B09N4PTDBC/ref=sr_1_482?qid=1639237314&s=computers&sr=1-482&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook HP X360 14a Chromebook 14"" HD Touchscreen, Entretenimento de qualquer ângulo Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Alto-falantes estéreo Bluetooth 4.2 Cromo Azul Metálico Cor       ",,14a-ca0030wm,HP,"4,5 de 5 estrelas",https://www.amazon.com.br//HP-Chromebook-Touchscreen-Entretenimento-Alto-falantes/dp/B08NHVXHJW/ref=sr_1_483?qid=1639237314&s=computers&sr=1-483
"        Notebook Lenovo Ideapad 3i - Tela 15.6, Intel i3 10110U, RAM 8GB, SSD 256GB, Linux       ","R$3.709,99",82BS0003BR,Personalizado,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-3i-10110U/dp/B09MZP9LZF/ref=sr_1_484?qid=1639237314&s=computers&sr=1-484&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook 2 em 1 Acer Spin 3 Touch + Caneta SP313-51N-54V4 Intel Core I5 Windows 10 Home 8GB 512GB SSD 13.5'       ,"R$7.799,00",SP313-51N-54V4,ACER,,https://www.amazon.com.br//Notebook-Touch-Caneta-SP313-51N-54V4-Windows/dp/B09MXG38CG/ref=sr_1_485?qid=1639237314&s=computers&sr=1-485&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook Vaio FE15 15.6 FHD i3-10110U 1TB 4GB Windows 10 Home - VJFE52F11X-B0311H       ,"R$4.305,39",,VAIO,,https://www.amazon.com.br//Notebook-Vaio-i3-10110U-Windows-VJFE52F11X-B0311H/dp/B09MX98QVF/ref=sr_1_486?qid=1639237314&s=computers&sr=1-486&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook Vaio FE14 14 FHD i7-10510U 256GB SSD 8GB Windows 10 Home - VJFE42F11X-B0542H       ,"R$6.823,64",,VAIO,,https://www.amazon.com.br//Notebook-i7-10510U-256GB-Windows-VJFE42F11X-B0542H/dp/B09MXCCDJG/ref=sr_1_487?qid=1639237314&s=computers&sr=1-487&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad 3i - Tela 15.6, Intel i5 10210U, 8GB, SSD 256GB, Windows 10 - 82BS0005BR       ","R$5.869,99",82BS0005BR,Personalizado,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-3i-82BS0005BR/dp/B09MV451X8/ref=sr_1_488?qid=1639237314&s=computers&sr=1-488&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        fantaxi X10 Laptop ultrafino de 15,6 polegadas para escritório AMD Athlon Gold 3150U Processador 16GB + 512GB Memória 1920 * 1080 IPS Tela Azul US Plug Laptop de escritório       ","R$4.945,99",,Fantaxi,,https://www.amazon.com.br//fantaxi-ultrafino-polegadas-escrit%C3%B3rio-Processador/dp/B09MTB8JQF/ref=sr_1_489?qid=1639237314&s=computers&sr=1-489&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        fantaxi Netbook portátil de 10,1 polegadas AÇÕES S500 1.5 GHz ARM Cortex-A9 / Android 5.1 / 1G + 8G / 1024 * 600 Black US Plug leve       ","R$1.000,99",,Fantaxi,,https://www.amazon.com.br//fantaxi-Netbook-port%C3%A1til-polegadas-Cortex-A9/dp/B09MTBBC4D/ref=sr_1_490?qid=1639237314&s=computers&sr=1-490&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        TUF Gaming F17 by A-SUS Laptop, 17.3"" FHD 144Hz Micro-Edge Display, 6-Core i5-11260H up to 4.40GB, GeForce RTX 3050 4GB, 16GB 3200MHz RAM, 1TB PCIe SSD, USB-C, HDMI, RJ45, WiFi 6, RGB, Win 11 QWERTY US Keyboard       ","R$10.946,09",FX706HC-212.TI53050,Mytrix,,https://www.amazon.com.br//Micro-Edge-Display-i5-11260H-GeForce-Keyboard/dp/B09MMRXT75/ref=sr_1_491?qid=1639237314&s=computers&sr=1-491&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Boneca de casa de bonecas, lindamente projetada modelo de boneca vermelha para casa para crianças(Menina de vestido vermelho com longas tranças)       ",,,Shanrya,,https://www.amazon.com.br//lindamente-projetada-vermelha-crian%C3%A7as-vermelho/dp/B09MMV3DTJ/ref=sr_1_492?qid=1639237314&s=computers&sr=1-492
"        Limitador de janela de caixilho, limitador de janela Limitador de rolha deslizante para janela externa       ",,,Shanrya,,https://www.amazon.com.br//Limitador-caixilho-limitador-deslizante-externa/dp/B09MKZLHNZ/ref=sr_1_493?qid=1639237314&s=computers&sr=1-493
        Notebook Hp Probook 6470b / Intel Core I5 / 4gb / Ssd 120gb       ,,6470b,Chip7Informática,,https://www.amazon.com.br//Notebook-Probook-6470b-Intel-120gb/dp/B09ML4SZX4/ref=sr_1_494?qid=1639237314&s=computers&sr=1-494
        Notebook Positivo Motion Red Intel® Celeron® Dual Core Windows 11 Home Vermelho – Inclui Microsoft 365*       ,,,Positivo,,https://www.amazon.com.br//Notebook-Positivo-Celeron%C2%AE-Windows-Vermelho/dp/B09M4WB9TZ/ref=sr_1_495?qid=1639237314&s=computers&sr=1-495
"        Notebook ASUS Vivobook X515EA-BR1275W Intel Core i3 1115G4 4GB 256GB SSD W11 15,6"" LED-backlit Cinza       ","R$2.882,07",X515EA-BR1275W,ASUS,,https://www.amazon.com.br//Notebook-ASUS-Vivobook-X515EA-BR1275W-LED-backlit/dp/B09LZ6X372/ref=sr_1_496?qid=1639237314&s=computers&sr=1-496&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Dell Notebook Latitude 3000 3320 de 13,3 polegadas - Full HD - 1920 x 1080 - Intel Core i7 (11ª geração) i7-1165G7 Quad-core (4 núcleos) 2,80 GHz - 8 GB de RAM - SSD de 256 GB - Titan Gray       ","R$10.666,52",3320,Dell,,https://www.amazon.com.br//Dell-Notebook-Latitude-3320-polegadas/dp/B094GDPZXD/ref=sr_1_497?qid=1639237314&s=computers&sr=1-497&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        VAIO® FE14 Core™ i3 10ª Geração Windows 11 Home SSD - Cinza Escuro       ,"R$3.999,00",,VAIO,,https://www.amazon.com.br//VAIO%C2%AE-FE14-CoreTM-Gera%C3%A7%C3%A3o-Windows/dp/B09M4P2G1L/ref=sr_1_498?qid=1639237314&s=computers&sr=1-498&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad Celeron 4gb 512ssd+1tb 15,6 Hd       ","R$3.299,00",Lenovo3i82BUS0000Celeron,Lenovo,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-Celeron-512ssd/dp/B09LNP454G/ref=sr_1_499?qid=1639237314&s=computers&sr=1-499&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad Celeron 4gb 256ssd+1tb 15,6 Hd       ","R$3.049,00",Lenovo3i82BUS0000Celeron,Lenovo,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-Celeron-256ssd/dp/B09LNF1VWR/ref=sr_1_500?qid=1639237314&s=computers&sr=1-500&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad Celeron 4gb 512ssd+2tb 15,6 Hd       ","R$3.499,00",Lenovo3i82BUS0000Celeron,Lenovo,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-Celeron-512ssd/dp/B09LNPZMQ1/ref=sr_1_501?qid=1639237314&s=computers&sr=1-501&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad Celeron 4gb 256ssd+2tb 15,6 Hd       ","R$3.299,00",Lenovo3i82BUS0000Celeron,Lenovo,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-Celeron-256ssd/dp/B09LNC2J5W/ref=sr_1_502?qid=1639237314&s=computers&sr=1-502&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Lenovo Notebook ThinkPad L14 Gen1 20U5004UUS 14"" - Full HD - 1920 x 1080 - AMD Ryzen 7 PRO 4750U Octa-core (8 Core) 1,70 GHz - 8 GB RAM - 256 GB SSD - Preto brilhante - Windows 10 Pro - AMD Radeon G       ","R$11.687,89",20U5004UUS,Lenovo,,https://www.amazon.com.br//Lenovo-Notebook-ThinkPad-Gen1-20U5004UUS/dp/B09J1W7F2R/ref=sr_1_503?qid=1639237314&s=computers&sr=1-503&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Lenovo Laptop IdeaPad 5i de 15,6 polegadas com tela sensível ao toque Intel Core i5-1135G7 16GB RAM 512GB SSD Abyss Blue - 11ª geração i5-1135G7 Quad-core - Intel Iris Xe Graphics - Tecnologia de comutação no plano (IPS) - Windo       ","R$8.914,84",82FG015RUS,Lenovo,,https://www.amazon.com.br//Lenovo-IdeaPad-polegadas-sens%C3%ADvel-i5-1135G7/dp/B09HZ38NCY/ref=sr_1_504?qid=1639237314&s=computers&sr=1-504&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        HP 14 Laptop, Intel Celeron N4020, 4 GB de RAM, 64 GB de armazenamento, tela sensível ao toque HD de 14 polegadas, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0060nr, 2021, Jet Black)       ","R$3.153,96",14-dq0060nr,HP,"2,2 de 5 estrelas",https://www.amazon.com.br//HP-armazenamento-polegadas-Microsoft-14-dq0060nr/dp/B09479KMGB/ref=sr_1_505?qid=1639237365&s=computers&sr=1-505&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Acer NX.HKFAA.002 Chromebook Intel Celeron N4000 (1,10 GHz) 4 GB de memória RAM. 64 GB eMMC Armazenamento tela HD 11,6 polegadas Chrome OS       ","R$3.321,43",CB311,ACER,,https://www.amazon.com.br//NX-HKFAA-002-Chromebook-Celeron-Armazenamento-polegadas/dp/B08G9NLD58/ref=sr_1_506?qid=1639237365&s=computers&sr=1-506&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook ASUS X515EA-BR1631 Cinza       ,,X515EA-BR1631,ASUS,,https://www.amazon.com.br//ASUS-X515EA-BR1631-Notebook-Cinza/dp/B09MFR3CC3/ref=sr_1_507?qid=1639237365&s=computers&sr=1-507
"        HP Laptop AMD Athlon Silver 3050U Série 17 17,3"" 4GB RAM 256GB SSD ouro rosa pálido - AMD Athlon Silver 3050U Dual-core - resolução 1600 x 900 HD+ - AMD Radeon Graphics - Windows 10 Home in S Mod       ","R$4.345,93",17-cp0044nr,HP,,https://www.amazon.com.br//HP-Laptop-Athlon-Silver-p%C3%A1lido/dp/B09FQGMLNM/ref=sr_1_508?qid=1639237365&s=computers&sr=1-508&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Caneta-tinteiro luxuosa, caixa de presente elegante de caneta de pena Retro estilo clássico caixa de papelaria para presente de Natal para escola e home office para alunos(Branco)       ","R$213,99",,Labuduo,,https://www.amazon.com.br//Caneta-tinteiro-presente-elegante-cl%C3%A1ssico-papelaria/dp/B09MDV28DL/ref=sr_1_509?qid=1639237365&s=computers&sr=1-509&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b
"        Lenovo ThinkPad Yoga 11e 6ª geração 20SF0003US 11,6"" Touchscreen 2 em 1 Notebook - HD - 1366 x 768 - Intel Core M (8ª geração) m3-8100Y Dual-core (2 núcleos) 1,10 GHz - 4 GB RAM - 256 GB SSD - Preto - Win       ","R$8.151,28",20SF0003US,Lenovo,,https://www.amazon.com.br//Lenovo-ThinkPad-20SF0003US-Touchscreen-Notebook/dp/B0922ZF36Z/ref=sr_1_510?qid=1639237365&s=computers&sr=1-510&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Lenovo Duet 2 em 1 Chromebook, tela sensível ao toque FHD de 10,1 polegadas (1920 x 1200), modo laptop ou tablet, caneta USI incluída, 4 GB de RAM, 128 GB de armazenamento, gráficos integrados, Chrome OS, ZA6F0075US, azul gelo + cinza ferro       ","R$3.432,81",ZA6F0075US,Lenovo,,https://www.amazon.com.br//Lenovo-Chromebook-armazenamento-integrados-ZA6F0075US/dp/B09215HDWG/ref=sr_1_511?qid=1639237365&s=computers&sr=1-511&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Notebook Lenovo Ideapad - Tela 15.6 Full HD, Ryzen 7 5700U, 32GB, SSD 256GB + HD 2TB, Windows 10       ","R$8.399,99",82MF0000BR,Personalizado,,https://www.amazon.com.br//Notebook-Lenovo-Ideapad-Ryzen-Windows/dp/B09MDNLNW5/ref=sr_1_512?qid=1639237365&s=computers&sr=1-512&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Acer Aspire 5 15,6"" FHD IPS Display, Intel 4-Core i7-1165G7 de 11,6 polegadas, DDR4, 512 GB NVMe SSD, WiFi 6 AX201, Bluetooth 5, leitor de impressão digital, teclado retroiluminado, webcam, HDMI, Windows 10, pacote TWE       ",,AcerAspire5,ACER,,https://www.amazon.com.br//Acer-Aspire-i7-1165G7-polegadas-retroiluminado/dp/B097GQ1YCH/ref=sr_1_513?qid=1639237365&s=computers&sr=1-513
"        Acer Laptop para jogos Nitro 5 AN515 | Intel Core i5-10300H até 4,5 GHz | NVIDIA GeForce RTX 3050 GPU | FHD 15,6 polegadas IPS 144Hz | 16GB DDR4 | 1TB NVMe SSD | Intel Wi-Fi 6 | Teclado retroiluminado | TWE Cloth       ",,B09GVVYK7R,ACER,,https://www.amazon.com.br//i5-10300H-GeForce-polegadas-Teclado-retroiluminado/dp/B09GVVYK7R/ref=sr_1_514?qid=1639237365&s=computers&sr=1-514
"        VivoBook 15 by A-SUS Touchscreen Laptop, 15.6"" FHD Micro-Edge Display, Intel Core i3-1115G4 up to 4.1Ghz, 8GB DDR4 RAM, 512GB PCIe SSD, USB-C, HDMI, FP Reader, Media Card Reader, Backlit, Win 10 QWERTY US Version       ","R$5.169,26",R565EA-UH31T,Mytrix,,https://www.amazon.com.br//VivoBook-Touchscreen-Micro-Edge-Display-i3-1115G4/dp/B09M9946H6/ref=sr_1_515?qid=1639237365&s=computers&sr=1-515&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Notebook Positivo Motion + Microsoft 365 Family       ,,,Positivo,,https://www.amazon.com.br//Notebook-Positivo-Motion-Microsoft-Family/dp/B09H3RW4BW/ref=sr_1_516?qid=1639237365&s=computers&sr=1-516
"        Laptop EZbook X3 de 13,3 "", computador notebook com processador quad-core, tela FHD 1920 x 1080 IPS, Bluetooth 4.0, RAM 8 GB + ROM 128 GB, computador laptop wi-fi ultrafino para Win 10 Home (prata)       ","R$3.046,99",,Zunate,,https://www.amazon.com.br//computador-processador-quad-core-Bluetooth-ultrafino/dp/B09FXNRLJB/ref=sr_1_517?qid=1639237365&s=computers&sr=1-517&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Laptop fino de 14,1 polegadas, tela IPS Full HD 1920x1080, SSD 12 GB DDR4 256 GB NVMe, processador Jasper Lake N5100 Quad Core Mobile, WiFi 6, computador laptop Windows 10 (cinza prateado)       ","R$3.472,79",,Zunate,,https://www.amazon.com.br//polegadas-1920x1080-processador-computador-prateado/dp/B09KLSHY7X/ref=sr_1_518?qid=1639237365&s=computers&sr=1-518&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        TopSeller X13 G2 I5-1135G7 2,4 G 8 GB 256 GB SSD 13,3 polegadas WUXGA W10P       ","R$15.069,03",20WK005UUS,Lenovo,,https://www.amazon.com.br//TopSeller-I5-1135G7-polegadas-WUXGA-W10P/dp/B096G75FQP/ref=sr_1_519?qid=1639237365&s=computers&sr=1-519&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        SODIAL Laptop de 13,1 polegadas Z8350 2G + 32G 1366X768 Sistema Win10 USB 3.0 2.4G e 4.0 Notebook PC (plugue dos EUA)       ",,500131400A1,SODIAL,,https://www.amazon.com.br//SODIAL-polegadas-1366X768-Sistema-Notebook/dp/B09B36BLCH/ref=sr_1_520?qid=1639237365&s=computers&sr=1-520
"        SODIAL Laptop de 14,1 polegadas 6G + 64GB J3355 processador Win10 2.4G + 4.0 HD 500 para laptop PC Office       ",,00131471A1,SODIAL,,https://www.amazon.com.br//SODIAL-Laptop-polegadas-processador-laptop/dp/B09B36Q1SB/ref=sr_1_521?qid=1639237365&s=computers&sr=1-521
"        ASUS ExpertBook B1 Laptop empresarial, 14 polegadas, FHD, Intel Core i7-1165G7, 512 GB SSD, 16 GB de RAM, nível militar, durável, cancelamento de ruído II, proteção de privacidade para webcam, Win 10 Pro, Star Black, B1400CEA-XH74       ",,B1400CEA-XH74,ASUS,,https://www.amazon.com.br//ASUS-empresarial-cancelamento-privacidade-B1400CEA-XH74/dp/B09LRNP7G5/ref=sr_1_522?qid=1639237365&s=computers&sr=1-522
        Moochy Microfone sem fio 3 em 1 portátil microfone de mão alto-falante Volume ajustável Luzes LED Festa em casa Aniversário BT Microfone USB recarregável para smartphones PC       ,"R$158,99",,Moochy,,https://www.amazon.com.br//Moochy-alto-falante-Anivers%C3%A1rio-recarreg%C3%A1vel-smartphones/dp/B09M3WHBH2/ref=sr_1_523?qid=1639237365&s=computers&sr=1-523&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
        Moochy Protetor de Tela de Bloqueio de Luz Azul Alta Transmitância/Anti UV e Brilho Filtro de Luz Azul para Monitor de 24 '' com Proporção de 16:10       ,"R$130,99",,Moochy,,https://www.amazon.com.br//Moochy-Protetor-Bloqueio-Transmit%C3%A2ncia-Propor%C3%A7%C3%A3o/dp/B09M3RWCC9/ref=sr_1_524?qid=1639237365&s=computers&sr=1-524&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
        Moochy Conjunto de mini-chave de fenda manual 63 em 1 Kit de reparo de chave de fenda de precisão para celular tablet PC laptop óculos para câmera       ,"R$139,99",,Moochy,,https://www.amazon.com.br//Moochy-Conjunto-mini-chave-precis%C3%A3o-celular/dp/B09M3SS7RQ/ref=sr_1_525?qid=1639237365&s=computers&sr=1-525&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
"        Moochy Facial, senha e impressão digital Tempo de presença do dispositivo Aplicação ampla Tela LCD de 2,8 polegadas Plug-US de operação mais fácil       ","R$542,99",,Moochy,,https://www.amazon.com.br//Moochy-impress%C3%A3o-dispositivo-Aplica%C3%A7%C3%A3o-polegadas/dp/B09M3SDXCY/ref=sr_1_526?qid=1639237365&s=computers&sr=1-526&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Moochy Adaptador de teclado e mouse Q1 BT Adaptador de jogos para celular portátil Mapeamento de teclas/Baixa latência/BT 4.0 compatível com Android/iOS       ,"R$276,99",,Moochy,,https://www.amazon.com.br//Moochy-Adaptador-port%C3%A1til-Mapeamento-compat%C3%ADvel/dp/B09M3W56GM/ref=sr_1_527?qid=1639237365&s=computers&sr=1-527&ufe=app_do%3Aamzn1.fos.4bddec23-2dcf-4403-8597-e1a02442043d
        Moochy U3B TriForce 4G Móvel WiFi MiFi Conexão de rede rápida e estável Banco de energia de grande capacidade 7000mAh Bateria preta       ,"R$1.285,99",,Moochy,,https://www.amazon.com.br//Moochy-TriForce-Conex%C3%A3o-est%C3%A1vel-capacidade/dp/B09M3RVX4H/ref=sr_1_528?qid=1639237365&s=computers&sr=1-528&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Moochy Extrator de áudio HD 2.0b 4K Adaptador conversor de áudio HD HD para HD + SPDIF + Saída estéreo AUX 3,5 mm Ampla compatibilidade preto       ","R$154,99",,Moochy,,https://www.amazon.com.br//Moochy-Extrator-Adaptador-conversor-compatibilidade/dp/B09M3WSZBV/ref=sr_1_529?qid=1639237417&s=computers&sr=1-529&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
"        Moochy Tripé flexível de telefone/DSLR/Suporte de câmera sem espelho ajustável Selfie Stick Cabeça de esfera giratória/Gradienter/Assento de montagem de telefone, preto       ","R$168,99",,Moochy,,https://www.amazon.com.br//Moochy-flex%C3%ADvel-ajust%C3%A1vel-girat%C3%B3ria-Gradienter/dp/B09M3RQ2CW/ref=sr_1_530?qid=1639237417&s=computers&sr=1-530&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
        Moochy K5 Wired + 2.4G Wireless Dual-mode Teclado Mecânico 68 Teclas RGB Teclado com Gateron GPro Blue Switches Vermelho + Preto       ,"R$871,99",,Moochy,,https://www.amazon.com.br//Moochy-Wireless-Dual-mode-Mec%C3%A2nico-Switches/dp/B09M3XYT43/ref=sr_1_531?qid=1639237417&s=computers&sr=1-531&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Moochy BT-T1 BT5.0 Transmissor FM sem fio para carro Carregador rápido USB para carro Kit mãos-livres para carro AUX-IN TF Cartão MP3 Player com microfone       ,"R$146,99",,Moochy,,https://www.amazon.com.br//Moochy-Transmissor-Carregador-m%C3%A3os-livres-microfone/dp/B09M3T43TW/ref=sr_1_532?qid=1639237417&s=computers&sr=1-532&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
        Moochy Fone de ouvido para jogos G9000procc com isolamento de ruído microfone omnidirecional ajustável de 120 ° e unidade de driver de 40 mm camuflagem verde       ,"R$302,99",,Moochy,,https://www.amazon.com.br//Moochy-G9000procc-isolamento-omnidirecional-camuflagem/dp/B09M3TML7V/ref=sr_1_533?qid=1639237417&s=computers&sr=1-533&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
        Moochy Microfone de lapela sem fio U13 Sistema de microfone de lapela sem fio UHF portátil Sistema transmissor e receptor recarregável compatível com telefone Android PC câmera DSLR gravação de vídeo       ,"R$530,99",,Moochy,,https://www.amazon.com.br//Moochy-Microfone-transmissor-recarreg%C3%A1vel-compat%C3%ADvel/dp/B09M3TSCZ1/ref=sr_1_534?qid=1639237417&s=computers&sr=1-534&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"        Moochy Câmera de selfie infantil de 20 MP com slot para cartão TF Câmera digital com foco automático IPS de 2 pol. Molduras engraçadas embutidas com suporte para vídeo 1080P, rosa       ","R$175,99",,Moochy,,https://www.amazon.com.br//Moochy-infantil-autom%C3%A1tico-engra%C3%A7adas-embutidas/dp/B09M3W91JC/ref=sr_1_535?qid=1639237417&s=computers&sr=1-535&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
        Moochy 1080P 2x2 HD Video Wall Controller Processador de vídeo de tela 2x2 Controlador de vídeo de TV com porta USB Plug US       ,"R$1.233,99",,Moochy,,https://www.amazon.com.br//Moochy-1080P-Controller-Processador-Controlador/dp/B09M3RYY2V/ref=sr_1_536?qid=1639237417&s=computers&sr=1-536&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
